method.name	dataset.name	sample.id	Pearson	Spearman	RMSE
Aboensis IV	AA	ISFRA1	0.383435168014128	0.619047619047619	0.819016278015651
Aboensis IV	AA	ISFRA10	0.480489934476081	0.952380952380953	1.17957840227199
Aboensis IV	AA	ISFRA11	0.88895290836592	0.880952380952381	1.64641843003202
Aboensis IV	AA	ISFRA12	0.122875634066956	0.452380952380952	0.774073501640325
Aboensis IV	AA	ISFRA13	0.286779300005029	0.523809523809524	0.774085394163903
Aboensis IV	AA	ISFRA14	0.0466470971489441	-0.0238095238095238	1.02369227899121
Aboensis IV	AA	ISFRA15	0.56247012756833	0.904761904761905	0.744344908138803
Aboensis IV	AA	ISFRA2	0.427928447687955	0.333333333333333	0.753641423253516
Aboensis IV	AA	ISFRA3	0.461610122336208	0.333333333333333	0.86206811858995
Aboensis IV	AA	ISFRA4	0.688723929461489	0.610789393575762	1.51571037403114
Aboensis IV	AA	ISFRA5	-0.374351200796176	-0.166666666666667	0.777842720136959
Aboensis IV	AA	ISFRA6	0.309452776915134	0.571428571428572	0.959593199757191
Aboensis IV	AA	ISFRA7	0.431240732215511	0.380952380952381	0.670685770163107
Aboensis IV	AA	ISFRA8	0.809010263704457	0.357142857142857	1.58843126385168
Aboensis IV	AA	ISFRA9	0.614012963023139	0.80952380952381	0.811241129886559
Aboensis IV	AA	ISFRB1	0.407196036885842	0.666666666666667	1.92867362205028
Aboensis IV	AA	ISFRB10	0.407530223643167	0.833333333333333	1.66924828540788
Aboensis IV	AA	ISFRB11	0.80684090396002	0.928571428571429	1.27553763922958
Aboensis IV	AA	ISFRB12	0.0126760327997322	0.261904761904762	2.00885654112108
Aboensis IV	AA	ISFRB13	0.460385733140223	0.595238095238095	1.98506183768525
Aboensis IV	AA	ISFRB14	0.557933280457836	0.857142857142857	4.52403856113313
Aboensis IV	AA	ISFRB15	0.691450203130327	0.761904761904762	1.15474310214908
Aboensis IV	AA	ISFRB2	0.615633936403937	0.523809523809524	1.59620988828159
Aboensis IV	AA	ISFRB3	0.164565568398523	0.857142857142857	2.27882683847324
Aboensis IV	AA	ISFRB4	-0.0496212938660624	0.214285714285714	2.71817270772963
Aboensis IV	AA	ISFRB5	0.00674511516197721	0.0714285714285714	2.05665528440049
Aboensis IV	AA	ISFRB6	0.306134280931507	0.19047619047619	1.31454268339141
Aboensis IV	AA	ISFRB7	0.576729186860387	0.666666666666667	1.56770389671749
Aboensis IV	AA	ISFRB8	0.537249817128942	0.523809523809524	1.48648473844451
Aboensis IV	AA	ISFRB9	0.910792957779471	0.880952380952381	1.2406898410358
Aboensis IV	AB	ISFRA1	0.721048819658077	0.547619047619048	1.38169158298213
Aboensis IV	AB	ISFRA10	0.226384276108709	0.428571428571429	0.730700477642182
Aboensis IV	AB	ISFRA11	0.871790640816895	0.857142857142857	1.05253491190522
Aboensis IV	AB	ISFRA12	0.483257533020658	0.32335909071658	1.06897270146237
Aboensis IV	AB	ISFRA13	0.736378185924641	0.761904761904762	0.977815049358656
Aboensis IV	AB	ISFRA14	0.406773787975916	0.404761904761905	0.76526858026435
Aboensis IV	AB	ISFRA15	0.569010774086993	0.595238095238095	1.03538791429025
Aboensis IV	AB	ISFRA2	0.633125131706232	0.642857142857143	1.13139963687558
Aboensis IV	AB	ISFRA3	0.183140966167789	0.428571428571429	0.783580722098463
Aboensis IV	AB	ISFRA4	0.613777994471881	0.857142857142857	1.0205271314369
Aboensis IV	AB	ISFRA5	0.436060120633747	0.761904761904762	0.711477419453203
Aboensis IV	AB	ISFRA6	0.762329218485717	0.619047619047619	0.704207547045593
Aboensis IV	AB	ISFRA7	0.776031018706054	0.80952380952381	0.88865272216802
Aboensis IV	AB	ISFRA8	0.26623066611931	0.476190476190476	0.921503308448969
Aboensis IV	AB	ISFRA9	0.545997756641255	0.547619047619048	1.17828383872386
Aboensis IV	AB	ISFRB1	0.726307267356188	0.857142857142857	6.27764286376019
Aboensis IV	AB	ISFRB10	0.698501179098498	0.976190476190476	6.41925999204845
Aboensis IV	AB	ISFRB11	0.684855006972317	0.619047619047619	1.57680769654981
Aboensis IV	AB	ISFRB12	-0.166852930555187	-0.0714285714285714	1.64521319130869
Aboensis IV	AB	ISFRB13	0.116774509222513	0.59881313095663	2.31481881024466
Aboensis IV	AB	ISFRB14	0.360697421081206	0.547619047619048	1.46885203712618
Aboensis IV	AB	ISFRB15	-0.0126584685817492	-0.0238095238095238	1.6299822731811
Aboensis IV	AB	ISFRB2	0.341162904765944	0.761904761904762	1.21361835457699
Aboensis IV	AB	ISFRB3	0.358410864458534	0.666666666666667	1.89545516008834
Aboensis IV	AB	ISFRB4	0.810757807707182	0.785714285714286	1.36901034753756
Aboensis IV	AB	ISFRB5	0.241353017644553	0.738095238095238	2.09446843454915
Aboensis IV	AB	ISFRB6	0.585185132989457	0.5	1.47410340606664
Aboensis IV	AB	ISFRB7	0.342884471906684	0.761904761904762	3.86360474031833
Aboensis IV	AB	ISFRB8	0.335494689113799	0.452380952380952	1.96440065000038
Aboensis IV	AB	ISFRB9	0.380438477116994	0.476190476190476	1.29127056155231
Aboensis IV	AE	ISFB1A1	0.40605010891848	0.595238095238095	0.950028831954153
Aboensis IV	AE	ISFB1A2	0.41502383002731	0.761904761904762	0.982000131205415
Aboensis IV	AE	ISFB1A3	0.35146186139879	0.238095238095238	1.04037770503133
Aboensis IV	AE	ISFB1A4	0.426171157731313	0.690476190476191	1.06383579426477
Aboensis IV	AE	ISFB1B1	0.539835351832275	0.404761904761905	1.27837735607698
Aboensis IV	AE	ISFB1B2	0.467820642221154	0.476190476190476	1.13774197674347
Aboensis IV	AE	ISFB1B3	0.274853754651614	0.523809523809524	2.03197741956491
Aboensis IV	AE	ISFB1B4	0.849546217848794	0.833333333333333	1.34247734758057
Aboensis IV	AE	ISFB2A1	0.205282942167664	-0.0952380952380952	0.808795385664036
Aboensis IV	AE	ISFB2A2	0.296149526392617	0.547619047619048	0.916291554483213
Aboensis IV	AE	ISFB2A3	0.233083913411358	0.619047619047619	1.33624981108661
Aboensis IV	AE	ISFB2A4	0.623486379779455	0.80952380952381	0.768620048965423
Aboensis IV	AE	ISFB2B1	0.784874278640465	0.761904761904762	1.30315862595426
Aboensis IV	AE	ISFB2B2	0.516295304066541	0.547619047619048	1.98477195724791
Aboensis IV	AE	ISFB2B3	0.394863775903613	0.880952380952381	2.44424798080485
Aboensis IV	AE	ISFB2B4	0.900894781260022	0.666666666666667	1.22079274650985
Aboensis IV	AE	ISFB3A1	0.40877735485206	0.428571428571429	1.01256290151016
Aboensis IV	AE	ISFB3A2	0.413501061886368	0.595238095238095	0.944899637053907
Aboensis IV	AE	ISFB3A3	0.246618996094874	0.642857142857143	1.00452412645194
Aboensis IV	AE	ISFB3A4	0.413369540367562	0.333333333333333	1.00943860470413
Aboensis IV	AE	ISFB3B1	0.27801411834781	0.571428571428572	1.44191067844892
Aboensis IV	AE	ISFB3B2	0.510240824901871	0.619047619047619	1.51570366401451
Aboensis IV	AE	ISFB3B3	0.305674485725315	0.690476190476191	1.5432890265473
Aboensis IV	AE	ISFB3B4	0.452404535976045	0.452380952380952	1.93489679456296
Aboensis IV	AE	ISFB4A1	-0.569618531279453	-0.428571428571429	0.73209276960077
Aboensis IV	AE	ISFB4A2	0.455728557283036	0.666666666666667	1.15378867767534
Aboensis IV	AE	ISFB4A3	0.231016918897404	0.547619047619048	1.16858837459919
Aboensis IV	AE	ISFB4A4	0.0936090669909987	0.523809523809524	0.906839877670406
Aboensis IV	AE	ISFB4B1	0.364413888916148	0.619047619047619	1.49989383715574
Aboensis IV	AE	ISFB4B2	0.904846566529056	0.642857142857143	1.32922496675
Aboensis IV	AE	ISFB4B3	0.632406960473272	0.642857142857143	1.23386256287158
Aboensis IV	AE	ISFB4B4	0.743348314301534	0.904761904761905	2.11238541833568
Aboensis IV	AE	ISFB5A1	0.0899952490521217	0.261904761904762	0.949046844711994
Aboensis IV	AE	ISFB5A2	0.117342301286233	0.380952380952381	0.696039248655875
Aboensis IV	AE	ISFB5A3	0.121507430133432	0.428571428571429	0.97606110652335
Aboensis IV	AE	ISFB5A4	0.489561513086016	0.380952380952381	1.37557176628795
Aboensis IV	AE	ISFB5B1	0.77077609724525	0.547619047619048	1.49355011556145
Aboensis IV	AE	ISFB5B2	0.215399574476206	-0.166666666666667	1.00006477492359
Aboensis IV	AE	ISFB5B3	0.93301472332845	0.714285714285714	1.27781765444246
Aboensis IV	AE	ISFB5B4	0.482027277400648	0.928571428571429	2.40845904601048
Aboensis IV	AF	ISFB1A1	0.873137831011317	0.880952380952381	0.849301456887798
Aboensis IV	AF	ISFB1A2	0.777653202889003	0.928571428571429	0.748942702271444
Aboensis IV	AF	ISFB1A3	0.143578002319456	0.19047619047619	0.94912767089079
Aboensis IV	AF	ISFB1A4	0.360160316766494	0.523809523809524	1.18671384009751
Aboensis IV	AF	ISFB1B1	0.813346190466527	0.761904761904762	1.22449900559345
Aboensis IV	AF	ISFB1B2	0.793996301044224	0.404761904761905	1.37800953287785
Aboensis IV	AF	ISFB1B3	0.511667222529212	0.5	1.66699462987399
Aboensis IV	AF	ISFB1B4	0.750521228508546	0.595238095238095	1.7093754915176
Aboensis IV	AF	ISFB2A1	0.768255070425977	0.666666666666667	0.735437502577154
Aboensis IV	AF	ISFB2A2	0.198102208697325	0.261904761904762	0.848213356921555
Aboensis IV	AF	ISFB2A3	0.903192927097487	0.547619047619048	1.4251881273392
Aboensis IV	AF	ISFB2A4	0.491143963833305	0.690476190476191	1.00249458567781
Aboensis IV	AF	ISFB2B1	0.605540492009806	0.547619047619048	1.88647061640464
Aboensis IV	AF	ISFB2B2	0.235228650032933	0.595238095238095	2.15565836382365
Aboensis IV	AF	ISFB2B3	0.941031533292795	0.5	1.32353819982796
Aboensis IV	AF	ISFB2B4	0.622022788701502	0.547619047619048	1.74276394119396
Aboensis IV	AF	ISFB3A1	0.341386334932732	0.571428571428572	0.786588629368996
Aboensis IV	AF	ISFB3A2	0.462594968330996	0.80952380952381	0.700888668570666
Aboensis IV	AF	ISFB3A3	0.665945121091266	0.5	0.965844155146658
Aboensis IV	AF	ISFB3A4	0.425559233004686	0.857142857142857	1.19939371848104
Aboensis IV	AF	ISFB3B1	0.7520179482429	0.5	1.33874964840998
Aboensis IV	AF	ISFB3B2	0.870850873714441	0.928571428571429	1.33845955657787
Aboensis IV	AF	ISFB3B3	0.499522346206339	0.666666666666667	1.54415314746576
Aboensis IV	AF	ISFB3B4	0.454114259076116	0.428571428571429	1.11132224706652
Aboensis IV	AF	ISFB4A1	0.355977995644779	0.642857142857143	0.974810791818115
Aboensis IV	AF	ISFB4A2	0.546789407165558	0.571428571428572	0.873920809426701
Aboensis IV	AF	ISFB4A3	0.309658097147686	0.619047619047619	0.812437993465101
Aboensis IV	AF	ISFB4A4	-0.00567808557688494	0.261904761904762	1.05557822518575
Aboensis IV	AF	ISFB4B1	0.703253728770918	0.880952380952381	1.40907571688544
Aboensis IV	AF	ISFB4B2	0.567873204682062	-0.0238095238095238	1.28087606326682
Aboensis IV	AF	ISFB4B3	0.828584863128139	0.619047619047619	2.45946511310668
Aboensis IV	AF	ISFB4B4	0.779861522688532	0.738095238095238	1.41449129049503
Aboensis IV	AF	ISFB5A1	0.763425338893544	0.857142857142857	0.887340622982911
Aboensis IV	AF	ISFB5A2	0.000447847405730749	0.571428571428572	0.900920928000272
Aboensis IV	AF	ISFB5A3	0.644715184102978	0.761904761904762	1.19504908322386
Aboensis IV	AF	ISFB5A4	0.745991942778449	0.642857142857143	0.729979358308799
Aboensis IV	AF	ISFB5B1	-0.0318092502999485	0.0714285714285714	1.08127393230087
Aboensis IV	AF	ISFB5B2	0.496939739395031	0.619047619047619	1.59896062703822
Aboensis IV	AF	ISFB5B3	0.899337434771964	0.904761904761905	1.45236767970883
Aboensis IV	AF	ISFB5B4	0.623134253891549	0.523809523809524	1.35561667377799
Aboensis IV	DS1	BM10	0.380690331189147	0.374352442963573	0.649508492412556
Aboensis IV	DS1	BM12	0.0883839994525631	0	1.21071753275048
Aboensis IV	DS1	BM14	0.809135323385603	0.56136089142384	1.41042225024517
Aboensis IV	DS1	BM16	0.0737176581667039	0.505224802281456	0.936746866920566
Aboensis IV	DS1	BM18	0.899890195318062	0.600099198148979	1.92245305234005
Aboensis IV	DS1	BM2	-0.0969616909038743	-0.0890870806374748	0.441228349954807
Aboensis IV	DS1	BM20	0.684530766204274	0.691023319080643	2.89937000834396
Aboensis IV	DS1	BM22	0.538726480960924	0.752578675669711	1.6768142630521
Aboensis IV	DS1	BM24	0.456854048902395	0.592999453328881	1.33217316339358
Aboensis IV	DS1	BM26	0.506873448357068	0.185312329165275	1.13425968916822
Aboensis IV	DS1	BM28	-0.704484721266009	-0.566946709513841	0.767557041512708
Aboensis IV	DS1	BM30	0.139132117894572	0.197027601559775	0.796717706585673
Aboensis IV	DS1	BM32	0.213679669737971	0.477245013839329	1.41649660427899
Aboensis IV	DS1	BM34	0.0555468969857847	0.345511659540321	1.12271362144685
Aboensis IV	DS1	BM36	0.551094392001918	0.617496980566224	1.24660309413627
Aboensis IV	DS1	BM38	0.73469582698796	0.518874521662771	1.09627545469709
Aboensis IV	DS1	BM4	0.593405629760186	0.318104505140176	1.21702067539832
Aboensis IV	DS1	BM40	0.36766746690999	0.454620604658317	1.56637225317806
Aboensis IV	DS1	BM42	0.735526340655048	0.781947440012306	2.21946319507767
Aboensis IV	DS1	BM44	0.592839117781302	0.370624658330551	2.51504935382531
Aboensis IV	DS1	BM46	0.791601193606001	0.866921446863011	2.06046684043818
